"name","description","distinguishedname","managedby","whenCreated"
"WS-1942","ThinkPad W540","CN=WS-1942,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com",,"3/18/2014 10:05:01 AM"
"WS-1837","Kelsey Grundman - W520","CN=WS-1837,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"9/21/2012 10:40:28 AM"
"WS-2097","Bob Streko - X1 Carbon","CN=WS-2097,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com",,"9/20/2015 4:33:29 PM"
"WS-2143","- W541","CN=WS-2143,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/21/2015 1:08:28 PM"
"WS-2148","Retired - 5/17/2017","CN=WS-2148,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/18/2015 5:59:49 PM"
"WS-1930"," ","CN=WS-1930,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"1/27/2014 7:43:13 AM"
"WS-1802","Spare (bnguyen old)","CN=WS-1802,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com",,"4/27/2012 3:43:00 PM"
"WS-1936","Spare W540","CN=WS-1936,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"2/27/2014 6:53:56 AM"
"WS-2002","Jonathan Ruffin - W540","CN=WS-2002,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com","CN=Jonathan Ruffin,OU=Users,OU=Atlanta,DC=wma-arch,DC=com","9/19/2014 10:18:25 AM"
"WS-2063","Sara Ruiz - ThinkPad W540","CN=WS-2063,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"1/9/2015 2:07:21 PM"
"WS-1713","8540w","CN=WS-1713,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/24/2010 3:29:57 PM"
"WS-1710","Intern - Natalee Roeser","CN=WS-1710,OU=Computers,OU=Seattle,DC=wma-arch,DC=com",,"3/24/2010 2:11:52 PM"
"WS-1624","Retired - 12/29/2015","CN=WS-1624,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/11/2008 1:15:31 PM"
"WS-1998","Loaner Laptop - W540","CN=WS-1998,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com",,"9/4/2014 9:04:11 AM"
"WS-1951","Christopher Setchell - ThinkStation S30","CN=WS-1951,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Christopher Setchell,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/30/2014 5:04:22 PM"
"WS-1974","Nolan Mathias - E540","CN=WS-1974,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Nolan Mathias,OU=Users,OU=Irvine,DC=wma-arch,DC=com","8/11/2014 10:59:33 AM"
"WS-1615","xw4400 - EWaste?","CN=WS-1615,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/23/2007 4:07:45 PM"
"WS-2031","TV PC - Mexico - Conference Room","CN=WS-2031,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/2/2014 3:52:06 PM"
"WS-2070","TV PC - Toronto - Large Conference Room","CN=WS-2070,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/23/2015 3:22:47 PM"
"WS-2017","Richard McCullagh - E531","CN=WS-2017,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Richard McCullagh,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/18/2014 2:12:43 PM"
"ws-2036","Retired - 03/25/2016","CN=ws-2036,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/22/2014 2:41:24 PM"
"ws-2037","TV PC - San Diego - Wind & Sea Conference Room","CN=ws-2037,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/22/2014 2:48:12 PM"
"WS-1673","8540w","CN=WS-1673,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/7/2010 1:22:40 PM"
"WS-1714","Adam Lambert - Z400","CN=WS-1714,OU=Computers,OU=Seattle,DC=wma-arch,DC=com",,"5/26/2010 8:52:54 AM"
"ws-2032","TV PC - Irvine - Ware Conference Room","CN=ws-2032,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/23/2014 5:12:36 PM"
"WS-2004","Alicia Resendes - ThinkPad W540","CN=WS-2004,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Alicia Resendes,OU=Users,OU=San Diego,DC=wma-arch,DC=com","9/25/2014 1:51:37 PM"
"ws-2093","Brittany Montgomery - ThinkPad W541","CN=ws-2093,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"5/14/2015 11:14:32 AM"
"WS-2262","Joshua Durkee - ThinkStation S30","CN=WS-2262,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Joshua Durkee,OU=Users,OU=Northern California,DC=wma-arch,DC=com","7/10/2014 9:49:19 AM"
"WS-2020","Janine Sherwood - ThinkPad W540","CN=WS-2020,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Janine Sherwood,OU=!Pending Deletion,DC=wma-arch,DC=com","10/6/2014 2:11:57 PM"
"WS-2124","Kelly Douglas - W540","CN=WS-2124,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"8/25/2015 2:34:33 PM"
"WS-1891","Davina Williams Duerr - S30","CN=WS-1891,OU=Computers,OU=Seattle,DC=wma-arch,DC=com",,"6/24/2013 7:06:22 AM"
"WS-1821","EWASTE - W520","CN=WS-1821,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"6/26/2012 5:35:35 PM"
"WS-2009","Alejandro Nila - Precision T3610","CN=WS-2009,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"10/31/2014 10:27:51 AM"
"WS-1785","Enrique Gonzales - Z400","CN=WS-1785,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"1/11/2012 4:16:12 PM"
"WS-2028","S30","CN=WS-2028,OU=Computers,OU=LA,DC=wma-arch,DC=com",,"10/24/2014 2:43:51 PM"
"ws-2109","Lane Edwards - ThinkStation P500","CN=ws-2109,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com",,"6/11/2015 10:34:47 AM"
"WS-1886","W530","CN=WS-1886,OU=Spares,OU=Denver-JS,DC=wma-arch,DC=com",,"6/7/2013 3:48:07 PM"
"WS-1948","Ola Almeski - S30","CN=WS-1948,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Ola Almeski,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/16/2014 6:14:40 AM"
"WS-1981","Angel Alberto Garcia Cerda - Precision T3610","CN=WS-1981,OU=Computers,OU=Mexico,DC=wma-arch,DC=com","CN=Angel Alberto Garcia Cerda,OU=Users,OU=Mexico,DC=wma-arch,DC=com","9/2/2014 10:36:31 AM"
"WS-2030","Velveth Alarcon - ThinkStation S30","CN=WS-2030,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Velveth Alarcon,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/29/2014 4:55:56 PM"
"WS-1737","Maryam Iranmanesh - HP Z400 Workstation","CN=WS-1737,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Maryam Iranmanesh,OU=Users,OU=Irvine,DC=wma-arch,DC=com","5/11/2011 2:24:34 PM"
"ws-1958","Bill Weeman - X1 Carbon","CN=ws-1958,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com",,"5/5/2014 1:39:45 PM"
"WS-1860","Kerem Espejel - W530","CN=WS-1860,OU=Laptops,OU=San Diego-Downtown,DC=wma-arch,DC=com","CN=Kerem Espejel,OU=Users,OU=San Diego-Downtown,DC=wma-arch,DC=com","2/20/2013 11:06:30 AM"
"WS-2083","Darryl J. Strouse - W541","CN=WS-2083,OU=Laptops,OU=Chicago,DC=wma-arch,DC=com","CN=Darryl J. Strouse,OU=Users,OU=Chicago,DC=wma-arch,DC=com","4/27/2015 12:18:26 PM"
"WS-1980","Mariana Jimenez - Precision T3610","CN=WS-1980,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"9/2/2014 10:13:44 AM"
"WS-1955","Genaro Mendoza - Precision T3610","CN=WS-1955,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/29/2014 10:36:20 AM"
"WS-2119","Jamesson Pena - Thinkstation P500","CN=WS-2119,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Jamesson Pena,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","8/28/2015 11:40:17 AM"
"WS-1859","Ryan Nubling - S30","CN=WS-1859,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Ryan Nubling,OU=Users,OU=San Diego,DC=wma-arch,DC=com","2/7/2013 7:11:34 AM"
"WS-1765","Brittaney Lee - HP Z400 Workstation","CN=WS-1765,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Brittaney Lee,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/31/2011 2:14:34 PM"
"WS-2047","Carolina Vanderpoel - ThinkPad W540","CN=WS-2047,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Carolina Vanderpoel,OU=Users,OU=San Diego-Downtown,DC=wma-arch,DC=com","2/6/2015 7:59:02 AM"
"WS-1977","Abril Martinez - Precision T3610","CN=WS-1977,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"8/27/2014 7:46:17 AM"
"WS-2021","Spare - HP EliteBook 8460p","CN=WS-2021,OU=Laptops,OU=Panama,DC=wma-arch,DC=com",,"10/14/2014 12:15:11 PM"
"WS-2013","DISPLAY DAMAGED - W540 - EWASTE","CN=WS-2013,OU=Laptops,OU=New York,DC=wma-arch,DC=com",,"10/8/2014 6:35:32 AM"
"WS-1964","Taylor Mack - S30","CN=WS-1964,OU=Computers,OU=Chicago,DC=wma-arch,DC=com",,"5/8/2014 7:05:10 PM"
"WS-1781","Retired - 12/29/2015","CN=WS-1781,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/24/2015 10:14:52 AM"
"WS-1866","Juan Alanis  - TJ","CN=WS-1866,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"3/12/2013 6:44:30 AM"
"WS-1979","Retired - 12/29/2015","CN=WS-1979,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/27/2014 1:09:52 PM"
"WS-1655","Retired - 12/29/2015","CN=WS-1655,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/24/2012 1:36:28 PM"
"WS-1620","Retired - 12/29/2015","CN=WS-1620,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/6/2014 9:37:40 AM"
"ws-1575","Retired - 12/29/2015","CN=ws-1575,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/28/2015 4:26:31 PM"
"WS-1675","Retired - 12/29/2015","CN=WS-1675,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/20/2015 10:12:32 AM"
"WS-1568","Retired - 12/29/2015","CN=WS-1568,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/12/2006 9:33:42 AM"
"WS-1559","Retired - 12/29/2015","CN=WS-1559,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/7/2006 11:36:44 AM"
"WS-1558","Retired - 12/29/2015","CN=WS-1558,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/17/2007 10:47:16 AM"
"WS-1469","Retired - 12/29/2015","CN=WS-1469,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/28/2005 11:49:21 AM"
"WS-1460","Retired - 12/29/2015","CN=WS-1460,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/29/2005 2:45:57 PM"
"WS-1427","Retired - 12/29/2015","CN=WS-1427,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/8/2005 2:21:24 PM"
"WS-1453","Retired - 12/29/2015","CN=WS-1453,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/3/2007 4:54:15 PM"
"WS-1440","Retired - 12/29/2015","CN=WS-1440,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/7/2007 9:35:24 AM"
"WS-1370","Retired - 12/29/2015","CN=WS-1370,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/10/2007 2:05:03 PM"
"WS-1481","Retired - 12/29/2015","CN=WS-1481,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/4/2006 4:34:23 PM"
"WS-1461","Retired - 12/29/2015","CN=WS-1461,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/29/2005 4:10:58 PM"
"WS-1408","Retired - 12/29/2015","CN=WS-1408,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/28/2005 4:02:13 PM"
"WS-1623","Retired - 12/29/2015","CN=WS-1623,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/14/2007 3:55:52 PM"
"WS-1613","Retired - 12/29/2015","CN=WS-1613,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/7/2007 7:36:31 AM"
"WS-1625","Retired - 12/29/2015","CN=WS-1625,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/18/2007 10:15:42 AM"
"WS-1707","Retired - 12/29/2015","CN=WS-1707,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/4/2010 2:15:10 PM"
"WS-1589","Retired - 12/29/2015","CN=WS-1589,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/7/2007 8:54:09 AM"
"WS-1378","Retired - 12/29/2015","CN=WS-1378,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/2/2004 10:47:45 AM"
"WS-1354","Retired - 12/29/2015","CN=WS-1354,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/19/2004 2:42:52 PM"
"WS-1572","Retired - 12/29/2015","CN=WS-1572,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/15/2006 4:44:29 PM"
"WS-1553","Retired - 12/29/2015","CN=WS-1553,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/13/2005 2:24:15 PM"
"WS-1382","Retired - 12/29/2015","CN=WS-1382,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/27/2004 11:20:15 AM"
"WS-1171","Retired - 12/29/2015","CN=WS-1171,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/6/2002 8:36:41 PM"
"WS-1649","Retired - 12/29/2015","CN=WS-1649,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/10/2007 8:21:07 PM"
"WS-1646","Retired - 12/29/2015","CN=WS-1646,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"12/10/2007 5:53:36 PM"
"WS-1679","Retired - 12/29/2015","CN=WS-1679,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/26/2007 11:18:48 AM"
"WS-1734","Retired - 12/29/2015 (STOLEN)","CN=WS-1734,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/22/2010 11:02:01 AM"
"WS-1173","ON HOLD MUSIC","CN=WS-1173,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/17/2005 4:22:37 PM"
"WS-2065","RENAMED TO WS-2196","CN=WS-2065,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/4/2015 3:02:56 PM"
"WS-1754","Retired - 03/25/2016","CN=WS-1754,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/5/2015 6:43:11 PM"
"WS-1602","Retired - 12/29/2015","CN=WS-1602,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/29/2010 10:42:48 AM"
"WS-2078","TV PC - Mexico - M83","CN=WS-2078,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/16/2015 6:55:36 AM"
"WS-2114","TV PC - New Jersey - Conference Room","CN=WS-2114,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/2/2015 3:33:37 PM"
"WS-1787","Steve Smith","CN=WS-1787,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/18/2012 9:56:57 AM"
"WS-2178","Gino Becerra Hernandez - ThinkPad P50","CN=WS-2178,OU=Laptops,OU=Panama,DC=wma-arch,DC=com","CN=Gino M. Becerra Hernandez,OU=Users,OU=Panama,DC=wma-arch,DC=com","4/13/2016 2:38:07 PM"
"WS-2099","TV PC - Los Angeles - Lobby","CN=WS-2099,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/26/2015 4:06:16 PM"
"WS-2224","Annie Gonzales - ThinkPad X1 Carbon 4th","CN=WS-2224,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Anesi Huff,OU=Users,OU=Denver,DC=wma-arch,DC=com","6/21/2016 4:01:09 PM"
"WS-2227","Christina Robles - X1 Carbon","CN=WS-2227,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Christina Robles,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/28/2016 10:22:44 AM"
"WS-2286"," ","CN=WS-2286,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"7/18/2016 3:10:32 PM"
"WS-2284","Laci Derks - ThinkStation P310","CN=WS-2284,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"7/12/2016 2:28:51 PM"
"WS-1732","PHX Spare - 8540w","CN=WS-1732,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/8/2011 2:19:31 PM"
"WS-1862","W530","CN=WS-1862,OU=Spares,OU=Northern California,DC=wma-arch,DC=com",,"2/26/2013 11:03:16 AM"
"WS-1989","Dallel Alem - ThinkStation S30","CN=WS-1989,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Dallel Alem,OU=Users,OU=Irvine,DC=wma-arch,DC=com","11/25/2015 7:12:48 PM"
"WS-2116","Boris Shevelev - ThinkStation P500","CN=WS-2116,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Boris Shevelev,OU=Users,OU=Irvine,DC=wma-arch,DC=com","11/5/2015 5:51:39 PM"
"WS-1838","IRV Spare - W520","CN=WS-1838,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/21/2012 5:07:01 PM"
"WS-2266","Viviana Orio - Precision Tower 5810","CN=WS-2266,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/17/2016 11:02:15 AM"
"WS-2019","Wayne Lin - ThinkPad W540","CN=WS-2019,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Wayne Lin,OU=Users,OU=LA,DC=wma-arch,DC=com","10/27/2015 4:57:36 PM"
"WS-2174","Edward M Mayer II - ThinkPad X1 Carbon 3rd","CN=WS-2174,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Edward Mayer,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","3/23/2016 1:35:53 PM"
"WS-1861","Luis Ibanez  - W530","CN=WS-1861,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Luis Ibanez,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/22/2013 10:33:35 AM"
"ws-2064","Enrique Ceniceros - X1 Carbon","CN=ws-2064,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/13/2015 1:06:07 PM"
"WS-1897","Mike Mladenoff - W530","CN=WS-1897,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/5/2013 2:09:22 PM"
"WS-2123","Juan Cerros - P500","CN=WS-2123,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"1/12/2016 6:15:19 PM"
"WS-1740","Tami Green - HP Z400 Workstation","CN=WS-1740,OU=Computers,OU=LA,DC=wma-arch,DC=com","CN=Tami Green,OU=Users,OU=LA,DC=wma-arch,DC=com","5/17/2011 11:31:07 AM"
"WS-1895","Fara Tajadod - ThinkStation S30","CN=WS-1895,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Britney Maddox,OU=Users,OU=San Diego,DC=wma-arch,DC=com","6/25/2013 11:42:13 AM"
"WS-1735","INTERN - 8540w","CN=WS-1735,OU=Laptops,OU=Denver,DC=wma-arch,DC=com",,"3/18/2011 8:13:22 AM"
"WS-1903","Richard Gardner - W530","CN=WS-1903,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Richard Gardner,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/29/2013 3:32:19 PM"
"WS-2171","Thomas Schneider - ThinkPad P50","CN=WS-2171,OU=Laptops,OU=Atlanta,DC=wma-arch,DC=com","CN=Thomas Schneider,OU=Users,OU=Atlanta,DC=wma-arch,DC=com","3/16/2016 7:48:28 AM"
"WS-1999","Claudia Torres - ThinkPad W540","CN=WS-1999,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Claudia Torres,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/9/2014 9:05:23 AM"
"WS-1836","W520","CN=WS-1836,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"8/31/2012 1:18:24 PM"
"WS-1788"," ","CN=WS-1788,OU=Computers,OU=Northern California,DC=wma-arch,DC=com",,"4/1/2016 5:08:03 PM"
"WS-2172","RETIRED JAN 30 2019","CN=WS-2172,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/11/2016 7:46:43 AM"
"WS-2270","Veronica Rodriguez - Dell 5810","CN=WS-2270,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"6/9/2016 2:01:04 PM"
"WS-2269","Daniela Villagran - Precision Tower 5810","CN=WS-2269,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"6/6/2016 12:57:48 PM"
"WS-2183","Juan P. Zapata - ThinkPad W541","CN=WS-2183,OU=Laptops,OU=Miami,DC=wma-arch,DC=com","CN=Juan P. Zapata,OU=Users,OU=Miami,DC=wma-arch,DC=com","10/22/2015 1:00:44 PM"
"WS-2210","Ana Cervantes - ThinkPad P50","CN=WS-2210,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Ana Cervantes,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/24/2016 11:30:19 AM"
"WS-1966","RETIRED JAN 30 2019","CN=WS-1966,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/3/2014 9:59:29 AM"
"WS-1880","Spare - W530","CN=WS-1880,OU=Laptops,OU=Princeton,DC=wma-arch,DC=com",,"5/16/2013 7:19:47 AM"
"WS-2182","Trevor Strohm - ThinkPad W541","CN=WS-2182,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com",,"10/22/2015 4:29:15 PM"
"WS-1845","SDG Spare - W520","CN=WS-1845,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"10/30/2012 10:20:13 AM"
"WS-1808","Yamel Grijalva - HP Z420 Workstation","CN=WS-1808,OU=Computers,OU=San Diego-Downtown,DC=wma-arch,DC=com",,"12/8/2015 5:10:16 PM"
"WS-1965","Jacqueline Ortega - ThinkStation S30","CN=WS-1965,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Michael Gee,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/4/2014 1:38:20 PM"
"WS-2668","NYC Resource Tower - S30","CN=WS-2668,OU=Computers,OU=New York,DC=wma-arch,DC=com",,"5/4/2016 10:14:29 AM"
"WS-1928","Andrew Zertuche - W540","CN=WS-1928,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Andrew Zertuche,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/16/2015 8:23:20 AM"
"WS-2027","Studio West Resource - ThinkPad W540","CN=WS-2027,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com",,"10/21/2014 9:51:10 AM"
"WS-2046","Juan P. Zapata - W540","CN=WS-2046,OU=Laptops,OU=Miami,DC=wma-arch,DC=com",,"1/6/2015 8:01:25 AM"
"WS-2166","Erica Godun - X1 Carbon","CN=WS-2166,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Erica Godun,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","11/18/2015 3:03:44 PM"
"WS-1881","Dennis Edgett - W530","CN=WS-1881,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Dennis Edgett,OU=Users,OU=Irvine,DC=wma-arch,DC=com","5/29/2013 4:10:54 PM"
"WS-2267","Simon Ponce -Dell 5810","CN=WS-2267,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"5/2/2016 11:57:02 AM"
"WS-1988","Ruth Garibaldi - ThinkPad W540","CN=WS-1988,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Ruth Garibaldi,OU=Users,OU=LA,DC=wma-arch,DC=com","6/26/2014 12:01:54 PM"
"WS-2177","Kelly Leanos - X1 Carbon","CN=WS-2177,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Kelly Leanos,OU=Users,OU=Northern California,DC=wma-arch,DC=com","4/13/2016 1:07:12 PM"
"WS-1933","Mila Volkova- X1 Carbon","CN=WS-1933,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Mila Volkova,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/6/2015 6:41:35 PM"
"WS-1947","Patricia Valero - ThinkStation S30","CN=WS-1947,OU=Computers,OU=Chicago,DC=wma-arch,DC=com",,"10/30/2015 4:21:48 PM"
"WS-2052","Kimberly Huffman - X1 Carbon","CN=WS-2052,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Kimberly Huffman,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/6/2015 4:52:26 AM"
"WS-2048","Retired 10/9/17","CN=WS-2048,OU=Retired Computers,OU=ADMIN,DC=wma-arch,DC=com",,"1/26/2015 6:27:43 AM"
"WS-1996","Ana Paula Guzman Aceves - ThinkStation S30","CN=WS-1996,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Ana Paula Guzman Aceves,OU=Users,OU=San Diego,DC=wma-arch,DC=com","7/18/2014 2:44:47 PM"
"WS-2045","X1 Carbon","CN=WS-2045,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/6/2015 7:57:21 AM"
"WS-2244","Martin Camacho - ThinkPad X1 Carbon 4th","CN=WS-2244,OU=Laptops,OU=San Francisco,DC=wma-arch,DC=com","CN=Martin Camacho,OU=Users,OU=San Francisco,DC=wma-arch,DC=com","6/30/2016 8:30:24 AM"
"WS-1992","Stephanie Fox - X1 Carbon","CN=WS-1992,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Stephanie Fox,OU=Users,OU=Irvine,DC=wma-arch,DC=com","7/11/2014 7:30:30 AM"
"ws-2118","Frank Salas Helguera - ThinkStation P500","CN=ws-2118,OU=Spares,OU=Northern California,DC=wma-arch,DC=com","CN=Frank Salas Helguera,OU=Users,OU=Northern California,DC=wma-arch,DC=com","6/23/2015 11:19:05 AM"
"WS-1875","Debbie Easley - ThinkStation S30","CN=WS-1875,OU=Computers,OU=San Diego-Downtown,DC=wma-arch,DC=com","CN=Debbie Easley,OU=Users,OU=San Diego,DC=wma-arch,DC=com","4/26/2013 6:31:19 AM"
"WS-2268","Carlos Marquez - Precision Tower 5810","CN=WS-2268,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"5/3/2016 11:41:09 AM"
