"name","description","distinguishedname","managedby","whenCreated"
"WS-2363","Adam Obert - ThinkPad P50","CN=WS-2363,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Adam Obert,OU=Users,OU=New York,DC=wma-arch,DC=com","11/30/2016 1:22:24 PM"
"WS-2410","Callie Bergin - ThinkPad P50","CN=WS-2410,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Callie Bergin,OU=Users,OU=Denver,DC=wma-arch,DC=com","2/22/2017 9:45:00 AM"
"WS-1841","W520","CN=WS-1841,OU=Laptops,OU=San Diego-Downtown,DC=wma-arch,DC=com",,"10/17/2012 11:41:00 AM"
"WS-2751","Nicholas Manalo - ThinkPad X1 Carbon 4th","CN=WS-2751,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Nicholas Manalo,OU=Users,OU=LA,DC=wma-arch,DC=com","6/28/2017 10:18:17 AM"
"WS-2117","Adam Nichol - W541","CN=WS-2117,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com",,"8/10/2015 1:59:47 PM"
"WS-2374","Brian Weiss - P50","CN=WS-2374,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Brian Weiss,OU=Users,OU=Denver,DC=wma-arch,DC=com","2/23/2017 10:49:38 AM"
"WS-2236","Kit Lam - Thinkpad P50","CN=WS-2236,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com","CN=Deidre Small,OU=Users,OU=Toronto,DC=wma-arch,DC=com","8/4/2017 8:03:42 AM"
"WS-2229","TV PC - Princeton - Lobby","CN=WS-2229,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/7/2016 4:00:04 PM"
"WS-2024","Gerry Parco - W540","CN=WS-2024,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Gerry Parco,OU=Users,OU=Northern California,DC=wma-arch,DC=com","1/3/2017 8:28:13 AM"
"WS-2100","TV PC - Princeton - Conference Room - M700","CN=WS-2100,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"9/12/2016 1:24:14 PM"
"WS-2233","Jonathan Zhou - ThinkStation P510","CN=WS-2233,OU=Computers,OU=Toronto,DC=wma-arch,DC=com","CN=Xingyi Zhou,OU=Users,OU=Toronto,DC=wma-arch,DC=com","3/29/2017 8:14:58 AM"
"WS-2424","Emma Kristoferson - HP Z2 Mini G3 Workstation","CN=WS-2424,OU=Computers,OU=Seattle,DC=wma-arch,DC=com",,"2/8/2017 10:23:25 AM"
"WS-2442","Doreen Sachse - ThinkPad P50","CN=WS-2442,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Doreen Sachse,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/23/2017 8:09:44 AM"
"WS-1986","Aliza Kamrun - ThinkStation S30","CN=WS-1986,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Aliza Kamrun,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/16/2017 11:24:28 AM"
"WS-2235","Andrea Spencer - ThinkPad X1 Carbon 4th","CN=WS-2235,OU=Laptops,OU=Toronto,DC=wma-arch,DC=com","CN=Andrea Spencer,OU=Users,OU=Toronto,DC=wma-arch,DC=com","5/31/2017 2:58:34 PM"
"WS-2234","Nirali Modi - ThinkStation P510","CN=WS-2234,OU=Computers,OU=Toronto,DC=wma-arch,DC=com",,"4/6/2017 1:37:14 PM"
"WS-2502",,"CN=WS-2502,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/27/2017 1:34:56 PM"
"WS-1894"," ","CN=WS-1894,OU=Computers,OU=Phoenix,DC=wma-arch,DC=com",,"6/25/2013 7:28:45 AM"
"WS-2298","Andy Al-Sannaa - ThinkStation P510","CN=WS-2298,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Andy Al-Sannaa,OU=Users,OU=Northern California,DC=wma-arch,DC=com","12/22/2016 9:59:55 AM"
"WS-1935","Diego Mendoza - Precision T3610","CN=WS-1935,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"2/25/2014 2:09:07 PM"
"WS-2503","Juan Luna - HP Z2 Mini G3 Workstation","CN=WS-2503,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/28/2017 8:11:31 AM"
"WS-2425","Daniela Villagram - Z2 Mini G3","CN=WS-2425,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"2/9/2017 10:38:50 AM"
"WS-2501","Karen S. Flores - HP Z2 Mini G3 Workstation","CN=WS-2501,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/27/2017 10:58:10 AM"
"WS-2454","Anahi Robles - Precision Tower 3620","CN=WS-2454,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"2/28/2017 3:01:46 PM"
"WS-2468","Mexico- HP Z2 Mini G3","CN=WS-2468,OU=Computers,OU=Mexico,DC=wma-arch,DC=com",,"4/25/2017 8:11:50 AM"
"WS-2765","Luke Corsbie - ThinkPad P51","CN=WS-2765,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Luke Corsbie,OU=Users,OU=Irvine,DC=wma-arch,DC=com","8/9/2017 11:52:44 AM"
"WS-2072","Mike Jones - Thinkstation P510","CN=WS-2072,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Mike Jones,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","4/3/2015 7:46:48 AM"
"WS-2297","Shi Chen - ThinkPad P50","CN=WS-2297,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com",,"12/15/2016 4:13:23 PM"
"WS-2371","Irene Connor - P50","CN=WS-2371,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com","CN=Irene Connor,OU=Users,OU=Seattle,DC=wma-arch,DC=com","11/21/2016 11:09:09 AM"
"WS-2215","Matthew Johnston - ThinkPad P50","CN=WS-2215,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Matthew Johnston,OU=Users,OU=San Diego,DC=wma-arch,DC=com","4/17/2016 12:49:16 PM"
"WS-2429","Leticia De Brito - ThinkPad P50","CN=WS-2429,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Leticia De Brito,OU=Users,OU=Northern California,DC=wma-arch,DC=com","2/20/2017 3:52:13 PM"
"WS-2391","Adam Smith - *DOES NOT HAVE A STICKER* - P50","CN=WS-2391,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Adam Smith,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","2/20/2017 2:42:10 PM"
"WS-2379","Daniel Allen - ThinkPad P50","CN=WS-2379,OU=Laptops,OU=Denver-JS,DC=wma-arch,DC=com","CN=Daniel Allen,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","12/14/2016 12:45:40 PM"
"WS-2263","Angel Morales II - ThinkPad P50","CN=WS-2263,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Angel Morales,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/6/2017 8:45:35 AM"
"WS-2149","Hope Knuckles - ThinkStation P700","CN=WS-2149,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Alyssa Knuckles,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/5/2015 2:13:50 PM"
"WS-2331","Andy Nguyen - P50","CN=WS-2331,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Andy Nguyen,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/5/2016 1:20:00 PM"
"WS-2430","Akanksha Singh - P50","CN=WS-2430,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Akanksha Singh,OU=Users,OU=Northern California,DC=wma-arch,DC=com","2/21/2017 2:38:31 PM"
"WS-2378","Jessica Johns - ThinkPad P50","CN=WS-2378,OU=Laptops,OU=Denver-JS,DC=wma-arch,DC=com","CN=Jessica Johns,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","12/14/2016 2:11:30 PM"
"ws-2108","Josh Paradis - ThinkStation P500","CN=ws-2108,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Josh Paradis,OU=Users,OU=Northern California,DC=wma-arch,DC=com","6/9/2015 3:21:14 PM"
"WS-1902","Ernesto Encinas - ThinkStation S30","CN=WS-1902,OU=Computers,OU=Phoenix,DC=wma-arch,DC=com","CN=Ernesto Encinas,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","7/24/2013 7:00:44 AM"
"WS-2276","Nihal Zahran - HP Z2 Mini G3 Workstation","CN=WS-2276,OU=Computers,OU=Northern California,DC=wma-arch,DC=com","CN=Nihal Zahran,OU=Users,OU=Northern California,DC=wma-arch,DC=com","6/26/2017 3:49:29 PM"
"WS-1771","Molly Boyle - Z400","CN=WS-1771,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"11/9/2011 3:34:19 PM"
"WS-2426","Taylor Wilson - HP Z2 Mini G3 Workstation","CN=WS-2426,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Taylor Wilson,OU=Users,OU=San Diego,DC=wma-arch,DC=com","2/9/2017 10:19:43 AM"
"WS-2478","Brian Holmes - ThinkStation P510","CN=WS-2478,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Brian Holmes,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","10/27/2016 8:16:29 AM"
"WS-1900","TEST STATION","CN=WS-1900,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"7/15/2013 6:42:56 AM"
"WS-1770","RESOURCE - Los Angeles","CN=WS-1770,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"11/8/2011 2:23:02 PM"
"WS-1593","HP XW4400","CN=WS-1593,OU=Computers,OU=Phoenix,DC=wma-arch,DC=com",,"2/9/2007 10:22:54 AM"
"WS-2388",,"CN=WS-2388,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/12/2017 3:57:08 PM"
"WS-2481","Optiplex 990","CN=WS-2481,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com",,"10/20/2016 10:04:32 AM"
"WS-2776","Brandon Cruz - ThinkPad X1 Carbon 4th","CN=WS-2776,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Brandon Cruz,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/27/2017 12:00:27 PM"
"WS-1744"," ","CN=WS-1744,OU=Computers,OU=Phoenix,DC=wma-arch,DC=com",,"6/21/2011 1:39:27 PM"
"WS-2785","Hotel - z2 mini","CN=WS-2785,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"12/1/2017 2:20:13 PM"
"WS-2783","Tulga Ericson - HP Workstation","CN=WS-2783,OU=Computers,OU=Phoenix,DC=wma-arch,DC=com",,"10/30/2017 5:07:56 PM"
"WS-2605","Michael Petersen - ThinkPad X1 Carbon 4th","CN=WS-2605,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com","CN=Michael Petersen,OU=Users,OU=Irvine,DC=wma-arch,DC=com","9/8/2017 8:09:24 AM"
"WS-2773","Isaac Sawatzky - ThinkPad P51","CN=WS-2773,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Isaac Sawatzky,OU=Users,OU=Denver,DC=wma-arch,DC=com","9/15/2017 11:22:36 AM"
"WS-2781","Tom Myers - ThinkPad X1 Yoga 2nd","CN=WS-2781,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Tom Myers,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/20/2017 12:07:01 PM"
"WS-2788","Junior Gonzalez - ThinkPad P51","CN=WS-2788,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Junior Gonzalez,OU=Users,OU=Irvine,DC=wma-arch,DC=com","12/4/2017 3:41:53 PM"
"WS-2787","Sabrina Ramsay - z2 mini","CN=WS-2787,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Sabrina Ramsay,OU=Users,OU=San Diego,DC=wma-arch,DC=com","12/4/2017 10:18:17 AM"
"WS-2786","Dalia Tawil - HP Z2 Mini G3 Workstation","CN=WS-2786,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Dalia Tawil,OU=Users,OU=San Diego,DC=wma-arch,DC=com","12/4/2017 10:12:38 AM"
"WS-2777","Aida De La Rosa - X1 Carbon","CN=WS-2777,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Aida de la Rosa,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/2/2017 8:50:17 AM"
"WS-2602","Trevor Wells - P51","CN=WS-2602,OU=Laptops,OU=San Diego,DC=wma-arch,DC=com","CN=Trevor Wells,OU=Users,OU=San Diego,DC=wma-arch,DC=com","8/15/2017 9:21:42 AM"
"WS-2395","CAD Testing Station - HPZ2","CN=WS-2395,OU=Computers,OU=Princeton,DC=wma-arch,DC=com",,"5/24/2017 6:04:55 AM"
"WS-2604","Unassigned - ThinkPad P51","CN=WS-2604,OU=Laptops,OU=New Jersey,DC=wma-arch,DC=com","CN=Diana Melendez,OU=Users,OU=New Jersey,DC=wma-arch,DC=com","8/29/2017 3:07:18 PM"
"WS-2792","Eric kauffman - X1 Yoga","CN=WS-2792,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Eric Kauffman,OU=Users,OU=Northern California,DC=wma-arch,DC=com","11/15/2017 12:54:54 PM"
"WS-2246","Heather Groff - ThinkPad X1 Carbon 3rd","CN=WS-2246,OU=Laptops,OU=New York,DC=wma-arch,DC=com","CN=Heather Groff,OU=Users,OU=New York,DC=wma-arch,DC=com","10/9/2017 8:39:57 AM"
"WS-2711","Karl Schwab - Thinkstation P510","CN=WS-2711,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Karl Schwab,OU=!Pending Deletion,DC=wma-arch,DC=com","11/30/2017 11:16:21 AM"
"WS-2774","Erika Sanchez - ThinkPad X1 Carbon 5th","CN=WS-2774,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Erika Sanchez,OU=Users,OU=Denver,DC=wma-arch,DC=com","9/18/2017 11:00:23 AM"
"WS-2082","TV PC - Denver - Conference Room","CN=WS-2082,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/21/2015 10:49:18 AM"
"WS-2761",,"CN=WS-2761,OU=Computers,OU=Panama,DC=wma-arch,DC=com",,"7/17/2017 2:01:14 PM"
"WS-2103","TV PC - Phoenix - Lobby","CN=WS-2103,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/19/2015 4:58:55 AM"
"ws-2079","TV PC - Toronto - Small Conference Room","CN=ws-2079,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/16/2015 1:35:30 PM"
"WS-2104","TV PC - Phoenix - Conference Room","CN=WS-2104,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/19/2015 5:53:28 AM"
"WS-2060","TV PC - Chicago - Lobby","CN=WS-2060,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/8/2015 11:56:39 AM"
"WS-2291","TV PC - San Diego - Lobby","CN=WS-2291,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/4/2016 3:54:38 PM"
"WS-2179","TV PC - Mexico -M700","CN=WS-2179,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/13/2016 2:43:26 PM"
"WS-2098","TV PC - New Jersey - Lobby","CN=WS-2098,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/9/2015 11:09:58 AM"
"WS-2230","ThinkCentre M900 - Huddle Room","CN=WS-2230,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"8/16/2016 10:11:58 AM"
"WS-2053","TV PC - Toronto - Lobby","CN=WS-2053,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/26/2015 9:07:01 AM"
"WS-2080","TV PC - New Jersey - Conference Room","CN=WS-2080,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"10/1/2015 5:11:15 PM"
"WS-2282","Chicago - BOMGAR Jumpoint","CN=WS-2282,OU=BOMGAR Jumpoints,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"7/11/2016 11:45:51 AM"
"WS-2081","TV PC - Denver - Lobby","CN=WS-2081,OU=TV PCs,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/16/2015 11:19:25 AM"
"WS-2784","Maira Vega - Blade","CN=WS-2784,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Maira Vega,OU=Users,OU=Irvine,DC=wma-arch,DC=com","11/2/2017 5:06:47 PM"
"WS-2043","Steve Stoddard - ThinkPad W540","CN=WS-2043,OU=Laptops,OU=LA,DC=wma-arch,DC=com","CN=Steven Stoddard,OU=!Pending Deletion,DC=wma-arch,DC=com","12/8/2014 12:51:22 PM"
"WS-2780","Angelique Lestienne - ThinkPad P51","CN=WS-2780,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Angelique Lestienne,OU=Users,OU=Irvine,DC=wma-arch,DC=com","10/18/2017 12:54:14 PM"
"WS-2167","Michael Van Omen - ThinkPad P50","CN=WS-2167,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com","CN=Michael Van Omen,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","2/24/2017 6:01:58 AM"
"WS-2496","OptiPlex 9010","CN=WS-2496,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com",,"1/11/2017 9:30:24 AM"
"WS-2335","Steve Smith - ThinkPad X1 Carbon 2nd","CN=WS-2335,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Steve Smith,OU=Users,OU=Denver,DC=wma-arch,DC=com","11/24/2017 9:05:22 AM"
"WS-1775","Aimee Shimizu -Z400","CN=WS-1775,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"9/3/2015 6:17:37 PM"
"WS-2498","Shawn Krebs - OptiPlex 9010","CN=WS-2498,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Shawnene Krebs,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","12/19/2016 1:18:22 PM"
"WS-2342","OptiPlex 9020","CN=WS-2342,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/3/2016 3:24:49 PM"
"WS-2201","Y.C. Ng - Surface Pro 4","CN=WS-2201,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/20/2017 1:15:42 PM"
"WS-2494","Sam Lopez - OptiPlex 9020","CN=WS-2494,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com",,"12/19/2016 9:15:50 AM"
"WS-2476","Ryan Kirtley - ThinkStation P510","CN=WS-2476,OU=Computers,OU=Denver-JS,DC=wma-arch,DC=com","CN=Ryan Kirtley,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","11/10/2016 8:54:16 AM"
"WS-2791","Catherine Quintero - ThinkPad X1 Carbon 5th","CN=WS-2791,OU=Laptops,OU=Denver,DC=wma-arch,DC=com","CN=Catherine Quintero,OU=Users,OU=Denver,DC=wma-arch,DC=com","11/13/2017 10:14:11 AM"
"WS-2710","Mary Cheval - X1 Carbon","CN=WS-2710,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Mary Cheval,OU=Users,OU=Irvine,DC=wma-arch,DC=com","6/27/2017 9:33:01 AM"
"WS-2764","Zachary Barton - ThinkPad P51","CN=WS-2764,OU=Laptops,OU=Phoenix,DC=wma-arch,DC=com","CN=Zachary Barton,OU=Users,OU=Phoenix,DC=wma-arch,DC=com","8/1/2017 2:38:21 PM"
"WS-2779","Savana Batt - HP Z2 Mini G3 Workstation","CN=WS-2779,OU=Computers,OU=San Diego,DC=wma-arch,DC=com","CN=Savana Batt,OU=Users,OU=San Diego,DC=wma-arch,DC=com","10/3/2017 8:09:04 AM"
"WS-2220","Seattle - BOMGAR Jumpoint","CN=WS-2220,OU=BOMGAR Jumpoints,OU=Service Computers,OU=ADMIN,DC=wma-arch,DC=com",,"6/1/2016 2:11:04 PM"
"ws-1832","Macbook Pro","CN=ws-1832,CN=Computers,DC=wma-arch,DC=com",,"8/23/2012 11:17:50 AM"
"WS-2794","Tobin Sloane - X1 Carbon","CN=WS-2794,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Tobin Sloane,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/11/2018 10:28:40 AM"
"WS-2782",,"CN=WS-2782,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/22/2018 2:46:04 PM"
"WS-2283",,"CN=WS-2283,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"2/26/2018 10:10:34 AM"
"WS-2087","Lynne Jasinski - W541","CN=WS-2087,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"5/5/2015 5:22:45 AM"
"WS-2814",,"CN=WS-2814,OU=New Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/15/2018 10:11:59 AM"
"WS-2715","Patrick Gunn - Thinkstation","CN=WS-2715,OU=Laptops,OU=Denver-JS,DC=wma-arch,DC=com","CN=Patrick Gunn,OU=Users,OU=Denver-JS,DC=wma-arch,DC=com","3/7/2018 9:35:41 AM"
"WS-2308","Calvin F. Evans II - Surface Pro","CN=WS-2308,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"11/30/2016 11:30:51 AM"
"WS-TEST",,"CN=WS-TEST,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"4/27/2018 4:58:15 PM"
"WS-1910","Tijuana - W530","CN=WS-1910,OU=Laptops,OU=Mexico,DC=wma-arch,DC=com",,"4/9/2018 10:24:43 AM"
"WS-2790","Rachel Whitehill - Blade","CN=WS-2790,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Rachel Whitehill,OU=Users,OU=Irvine,DC=wma-arch,DC=com","1/9/2018 11:52:01 AM"
"WS-2815","P320 Tiny","CN=WS-2815,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"3/21/2018 10:29:11 AM"
"WS-2813","Anita Makwana - X1 Carbon","CN=WS-2813,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Anita Makwana,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/22/2018 1:51:02 PM"
"WS-2164","Thomas Bruce - X1 Carbon","CN=WS-2164,OU=Laptops,OU=LA,DC=wma-arch,DC=com",,"2/8/2018 3:40:59 PM"
"WS-2007","Adam Burrows - ThinkPad W540","CN=WS-2007,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com",,"3/23/2018 11:18:19 AM"
"WS-2799","Nicholas S. DeTorres - ThinkPad X1 Carbon 5th","CN=WS-2799,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=Nicholas DeTorres,OU=Users,OU=Northern California,DC=wma-arch,DC=com","2/28/2018 9:11:42 AM"
"WS-2216","TuAnh Nguyen - ThinkPad P50","CN=WS-2216,OU=Laptops,OU=Northern California,DC=wma-arch,DC=com","CN=TuAnh Nguyen,OU=Users,OU=Northern California,DC=wma-arch,DC=com","3/19/2018 10:04:21 AM"
"WS-2275","Max Fischer - HP Z2 Mini G3 Workstation","CN=WS-2275,OU=Computers,OU=Seattle,DC=wma-arch,DC=com","CN=Max Fischer,OU=Users,OU=Northern California,DC=wma-arch,DC=com","6/23/2017 2:44:59 PM"
"WS-2040","Niraj Patel - ThinkStation P500","CN=WS-2040,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Niraj Patel,OU=Users,OU=Irvine,DC=wma-arch,DC=com","4/6/2018 9:26:40 AM"
"WS-1973",,"CN=WS-1973,OU=Available Computers,OU=ADMIN,DC=wma-arch,DC=com",,"3/12/2018 2:56:43 PM"
"WS-2795","Jonathan Thomas - ThinkPad X1 Yoga 2nd","CN=WS-2795,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com","CN=Jonathan Thomas,OU=Users,OU=Seattle,DC=wma-arch,DC=com","2/5/2018 10:27:31 AM"
"WS-1934","Job Fair - HP EliteOne 800 G1 Touch AiO","CN=WS-1934,OU=Computers,OU=Irvine,DC=wma-arch,DC=com",,"2/24/2014 7:16:33 AM"
"WS-1855","Hao Xu - ThinkStation S30","CN=WS-1855,OU=Computers,OU=Irvine,DC=wma-arch,DC=com","CN=Hao Xu,OU=Users,OU=Irvine,DC=wma-arch,DC=com","3/22/2018 3:55:31 PM"
"WS-2399","Mimi Dobbins - HP Z2 Mini G3 Workstation","CN=WS-2399,OU=Computers,OU=Princeton,DC=wma-arch,DC=com","CN=Grace Dobbins,OU=Users,OU=Princeton,DC=wma-arch,DC=com","3/21/2018 7:16:59 AM"
"WS-2196","Robert Sutton - X1 Carbon","CN=WS-2196,OU=Laptops,OU=Irvine,DC=wma-arch,DC=com","CN=Robert Sutton,OU=Users,OU=Irvine,DC=wma-arch,DC=com","2/6/2018 9:33:48 AM"
"WS-2170","Ashley O'Byrne - P50","CN=WS-2170,OU=Laptops,OU=Seattle,DC=wma-arch,DC=com",,"1/19/2018 11:27:46 AM"
